frame.time_epoch,ip.src,frame.len,_ws.col.Protocol,_ws.col.Info
"1710594191.776055000","127.0.0.1","68","TCP","51710 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1142918534 TSecr=0 SACK_PERM"
"1710594191.776102000","127.0.0.1","68","TCP","49403 → 51710 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2428001623 TSecr=1142918534 SACK_PERM"
"1710594192.071850000","127.0.0.1","68","TCP","51712 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1411573970 TSecr=0 SACK_PERM"
"1710594192.071952000","127.0.0.1","68","TCP","49403 → 51712 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=169566325 TSecr=1411573970 SACK_PERM"
"1710594192.276751000","127.0.0.1","68","TCP","51713 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3340117805 TSecr=0 SACK_PERM"
"1710594192.276860000","127.0.0.1","68","TCP","49403 → 51713 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=22693175 TSecr=3340117805 SACK_PERM"
"1710594192.636465000","127.0.0.1","68","TCP","51716 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2170106104 TSecr=0 SACK_PERM"
"1710594192.636565000","127.0.0.1","68","TCP","49403 → 51716 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2161864575 TSecr=2170106104 SACK_PERM"
"1710594192.743080000","127.0.0.1","68","TCP","51722 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2159020018 TSecr=0 SACK_PERM"
"1710594192.745205000","127.0.0.1","68","TCP","49403 → 51722 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2538338000 TSecr=2159020018 SACK_PERM"
"1710594193.461006000","127.0.0.1","68","TCP","51725 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3980545504 TSecr=0 SACK_PERM"
"1710594193.461146000","127.0.0.1","68","TCP","49403 → 51725 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1679696831 TSecr=3980545504 SACK_PERM"
"1710594193.633662000","127.0.0.1","68","TCP","51726 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=563297938 TSecr=0 SACK_PERM"
"1710594193.633773000","127.0.0.1","68","TCP","49403 → 51726 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2997327818 TSecr=563297938 SACK_PERM"
"1710594194.431982000","127.0.0.1","68","TCP","51728 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3528296979 TSecr=0 SACK_PERM"
"1710594194.432080000","127.0.0.1","68","TCP","49403 → 51728 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3933853465 TSecr=3528296979 SACK_PERM"
"1710594194.521692000","127.0.0.1","68","TCP","51729 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=797993824 TSecr=0 SACK_PERM"
"1710594194.521804000","127.0.0.1","68","TCP","49403 → 51729 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3528985737 TSecr=797993824 SACK_PERM"
"1710594194.742269000","127.0.0.1","68","TCP","51730 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1771671904 TSecr=0 SACK_PERM"
"1710594194.742413000","127.0.0.1","68","TCP","49403 → 51730 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=925597133 TSecr=1771671904 SACK_PERM"
"1710594194.891791000","127.0.0.1","68","TCP","51732 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1798765691 TSecr=0 SACK_PERM"
"1710594194.891952000","127.0.0.1","68","TCP","49403 → 51732 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1423608394 TSecr=1798765691 SACK_PERM"
"1710594195.477886000","127.0.0.1","68","TCP","51734 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2757387106 TSecr=0 SACK_PERM"
"1710594195.478066000","127.0.0.1","68","TCP","49403 → 51734 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=961179885 TSecr=2757387106 SACK_PERM"
"1710594197.008428000","127.0.0.1","68","TCP","51736 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1082069700 TSecr=0 SACK_PERM"
"1710594197.008656000","127.0.0.1","68","TCP","49403 → 51736 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=802707883 TSecr=1082069700 SACK_PERM"
"1710594200.006929000","127.0.0.1","68","TCP","51739 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2375497776 TSecr=0 SACK_PERM"
"1710594200.007081000","127.0.0.1","68","TCP","49403 → 51739 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1443252326 TSecr=2375497776 SACK_PERM"
"1710594201.598178000","127.0.0.1","138","UDP","51829 → 32376 Len=106"
"1710594201.598240000","127.0.0.1","60","ICMP","Destination unreachable (Port unreachable)"
"1710594201.598244000","127.0.0.1","131","UDP","51829 → 32376 Len=99"
"1710594201.598269000","127.0.0.1","60","ICMP","Destination unreachable (Port unreachable)"
"1710594203.066491000","127.0.0.1","68","TCP","51740 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=72222659 TSecr=0 SACK_PERM"
"1710594203.066614000","127.0.0.1","68","TCP","49403 → 51740 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3843727631 TSecr=72222659 SACK_PERM"
"1710594203.884501000","127.0.0.1","68","TCP","51741 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1549575150 TSecr=0 SACK_PERM"
"1710594203.884622000","127.0.0.1","68","TCP","49403 → 51741 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1601777336 TSecr=1549575150 SACK_PERM"
"1710594206.197859000","127.0.0.1","68","TCP","51743 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2279038907 TSecr=0 SACK_PERM"
"1710594206.198059000","127.0.0.1","68","TCP","49403 → 51743 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=147885357 TSecr=2279038907 SACK_PERM"
"1710594209.391377000","127.0.0.1","68","TCP","51744 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3782470441 TSecr=0 SACK_PERM"
"1710594209.391562000","127.0.0.1","68","TCP","49403 → 51744 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=163200480 TSecr=3782470441 SACK_PERM"
"1710594210.665791000","127.0.0.1","68","TCP","51745 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2436297821 TSecr=0 SACK_PERM"
"1710594210.665908000","127.0.0.1","68","TCP","49403 → 51745 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=4027493564 TSecr=2436297821 SACK_PERM"
"1710594211.174836000","127.0.0.1","68","TCP","51746 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1331360675 TSecr=0 SACK_PERM"
"1710594211.174988000","127.0.0.1","68","TCP","49403 → 51746 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=836066444 TSecr=1331360675 SACK_PERM"
"1710594212.395117000","127.0.0.1","68","TCP","51748 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2580849678 TSecr=0 SACK_PERM"
"1710594212.395273000","127.0.0.1","68","TCP","49403 → 51748 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2063777613 TSecr=2580849678 SACK_PERM"
"1710594212.597284000","127.0.0.1","68","TCP","51749 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1148275184 TSecr=0 SACK_PERM"
"1710594212.597422000","127.0.0.1","68","TCP","49403 → 51749 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1620963729 TSecr=1148275184 SACK_PERM"
"1710594212.994572000","127.0.0.1","68","TCP","51750 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2655310951 TSecr=0 SACK_PERM"
"1710594212.994747000","127.0.0.1","68","TCP","49403 → 51750 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=757674154 TSecr=2655310951 SACK_PERM"
"1710594213.170652000","127.0.0.1","68","TCP","51751 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2663728148 TSecr=0 SACK_PERM"
"1710594213.170867000","127.0.0.1","68","TCP","49403 → 51751 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1740448544 TSecr=2663728148 SACK_PERM"
"1710594216.856634000","127.0.0.1","68","TCP","51754 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=343351642 TSecr=0 SACK_PERM"
"1710594216.856784000","127.0.0.1","68","TCP","49403 → 51754 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=473414202 TSecr=343351642 SACK_PERM"
"1710594216.913498000","127.0.0.1","68","TCP","51755 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=4104886852 TSecr=0 SACK_PERM"
"1710594216.913583000","127.0.0.1","68","TCP","49403 → 51755 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2144226497 TSecr=4104886852 SACK_PERM"
"1710594217.094410000","127.0.0.1","68","TCP","51756 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3212652735 TSecr=0 SACK_PERM"
"1710594217.094665000","127.0.0.1","68","TCP","49403 → 51756 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3599116495 TSecr=3212652735 SACK_PERM"
"1710594217.195639000","127.0.0.1","68","TCP","51757 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2485033598 TSecr=0 SACK_PERM"
"1710594217.195752000","127.0.0.1","68","TCP","49403 → 51757 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3120522479 TSecr=2485033598 SACK_PERM"
"1710594217.204556000","127.0.0.1","68","TCP","51758 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1614805835 TSecr=0 SACK_PERM"
"1710594217.204661000","127.0.0.1","68","TCP","49403 → 51758 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3311852137 TSecr=1614805835 SACK_PERM"
"1710594217.726883000","127.0.0.1","68","TCP","51760 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3853304435 TSecr=0 SACK_PERM"
"1710594217.727009000","127.0.0.1","68","TCP","49403 → 51760 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=776567351 TSecr=3853304435 SACK_PERM"
"1710594221.740846000","127.0.0.1","68","TCP","51763 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1427163376 TSecr=0 SACK_PERM"
"1710594221.741083000","127.0.0.1","68","TCP","49403 → 51763 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=131133599 TSecr=1427163376 SACK_PERM"
"1710594223.815902000","127.0.0.1","68","TCP","51764 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=280347483 TSecr=0 SACK_PERM"
"1710594223.816091000","127.0.0.1","68","TCP","49403 → 51764 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3229964480 TSecr=280347483 SACK_PERM"
"1710594224.633542000","127.0.0.1","68","TCP","51765 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1496947219 TSecr=0 SACK_PERM"
"1710594224.633718000","127.0.0.1","68","TCP","49403 → 51765 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2784483240 TSecr=1496947219 SACK_PERM"
"1710594225.622790000","127.0.0.1","68","TCP","51768 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1969569652 TSecr=0 SACK_PERM"
"1710594225.622960000","127.0.0.1","68","TCP","49403 → 51768 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=3751642899 TSecr=1969569652 SACK_PERM"
"1710594230.885914000","127.0.0.1","68","TCP","51771 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=296701743 TSecr=0 SACK_PERM"
"1710594230.885996000","127.0.0.1","68","TCP","49403 → 51771 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=2618686903 TSecr=296701743 SACK_PERM"
"1710594231.744638000","127.0.0.1","68","TCP","51772 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2619187408 TSecr=0 SACK_PERM"
"1710594231.744828000","127.0.0.1","68","TCP","49403 → 51772 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1547323019 TSecr=2619187408 SACK_PERM"
"1710594231.886107000","192.168.1.80","100","NBNS","Refresh NB ANLLYDEMBP<00>"
"1710594255.081022000","127.0.0.1","68","TCP","51776 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3358163674 TSecr=0 SACK_PERM"
"1710594255.081159000","127.0.0.1","68","TCP","49403 → 51776 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=79466654 TSecr=3358163674 SACK_PERM"
"1710594258.111243000","127.0.0.1","68","TCP","51778 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1753787810 TSecr=0 SACK_PERM"
"1710594258.111363000","127.0.0.1","68","TCP","49403 → 51778 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1679091794 TSecr=1753787810 SACK_PERM"
"1710594258.488441000","127.0.0.1","68","TCP","51779 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=2795751711 TSecr=0 SACK_PERM"
"1710594258.488590000","127.0.0.1","68","TCP","49403 → 51779 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=1743318081 TSecr=2795751711 SACK_PERM"
"1710594259.176274000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594259.176313000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594259.176324000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594259.393746000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594259.393906000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594259.394050000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QU" question PTR _smb._tcp.local, "QU" question PTR _rfb._tcp.local, "QU" question PTR _adisk._tcp.local, "QU" question"
"1710594260.398372000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594260.398453000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594260.398512000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594261.376496000","127.0.0.1","68","TCP","51781 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=1764724280 TSecr=0 SACK_PERM"
"1710594261.376682000","127.0.0.1","68","TCP","49403 → 51781 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=20682616 TSecr=1764724280 SACK_PERM"
"1710594263.405984000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594263.406076000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594263.406204000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
